stream,study_hours,attendance,sleep_hours,internet_usage,mathematics,physics,chemistry,biology,computer_science,english,previous_score,exam_score,strongest_subject,recommended_career,performance_level,attendance_status
Biology,4.1,72,5.8,4.3,70,59,59,60,0,53,60.2,57.13,Mathematics,Actuary,Average,Shortage
Computer Science,3.4,82,6.6,5.3,56,69,52,0,75,75,65.4,61.28,Computer Science,AI Engineer,Average,Eligible
Biology,2.1,43,5.5,7.4,49,38,50,46,0,43,45.2,35.33,Chemistry,Chemical Engineer,Needs Improvement,Shortage
Biology,7.6,98,7.4,2.4,86,100,85,88,0,82,88.2,96.52,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,7.9,94,7.5,2.2,86,93,86,0,89,91,89.0,96.89,Physics,Mechanical Engineer,Excellent,Eligible
Biology,1.8,35,4.6,7.9,18,24,32,26,0,47,29.4,13.05,English,Journalist,Needs Improvement,Shortage
Biology,1.5,22,4.0,7.1,34,15,32,33,0,27,28.2,15.84,Mathematics,Financial Analyst,Needs Improvement,Shortage
Biology,6.0,78,7.6,3.3,86,82,69,76,0,66,75.8,83.0,Mathematics,Data Scientist,Good,Eligible
Biology,9.0,90,8.4,1.7,95,86,94,94,0,80,89.8,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,4.8,82,7.0,6.0,67,53,48,71,0,71,62.0,65.48,Biology,Biomedical Researcher,Average,Eligible
Computer Science,5.7,85,7.4,2.1,76,74,79,0,71,69,73.8,76.78,Chemistry,Pharmacist,Good,Eligible
Computer Science,6.2,88,7.2,2.4,73,87,81,0,79,72,78.4,85.6,Physics,Electrical Engineer,Excellent,Eligible
Biology,5.7,90,6.8,3.0,86,78,68,89,0,88,81.8,85.62,Biology,Biotechnologist,Excellent,Eligible
Biology,4.2,81,7.4,4.2,55,57,52,72,0,68,60.8,64.73,Biology,Biomedical Researcher,Average,Eligible
Biology,7.5,96,8.2,1.4,99,100,100,96,0,86,96.2,100.0,Physics,Research Scientist,Excellent,Eligible
Computer Science,4.1,71,7.2,5.6,70,50,63,0,56,60,59.8,61.53,Mathematics,Actuary,Average,Shortage
Biology,9.2,88,8.2,1.5,91,92,100,85,0,81,89.8,97.61,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,3.9,71,6.6,4.6,75,60,52,0,78,68,66.6,61.96,Computer Science,AI Engineer,Average,Shortage
Biology,1.8,55,5.2,6.6,57,46,44,39,0,38,44.8,30.88,Mathematics,Financial Analyst,Needs Improvement,Shortage
Computer Science,5.0,77,6.9,4.7,54,63,50,0,62,76,61.0,63.75,English,Content Writer,Average,Eligible
Biology,5.7,78,6.8,3.0,74,78,71,82,0,68,74.6,77.04,Biology,Biotechnologist,Good,Eligible
Computer Science,3.8,68,7.4,4.4,63,73,72,0,60,77,69.0,64.43,English,Content Writer,Average,Shortage
Computer Science,1.9,49,5.3,5.3,54,48,57,0,53,50,52.4,41.94,Chemistry,Chemical Engineer,Needs Improvement,Shortage
Biology,9.2,99,8.3,0.7,100,92,92,100,0,91,95.0,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Biology,9.1,94,8.0,1.8,88,93,85,98,0,87,90.2,100.0,Biology,Biomedical Researcher,Excellent,Eligible
Biology,6.9,81,6.6,2.4,89,78,78,79,0,78,80.4,85.28,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,6.4,89,6.7,3.0,77,88,83,0,92,87,85.4,89.92,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,4.9,79,5.9,5.6,62,53,75,68,0,56,62.8,63.55,Chemistry,Pharmacist,Average,Eligible
Biology,9.5,92,7.9,2.0,92,88,84,99,0,86,89.8,100.0,Biology,Microbiologist,Excellent,Eligible
Biology,6.6,82,7.6,2.7,75,71,76,81,0,79,76.4,81.84,Biology,Microbiologist,Good,Eligible
Biology,2.0,42,4.6,7.0,52,30,49,59,0,44,46.8,35.28,Biology,Biomedical Researcher,Needs Improvement,Shortage
Biology,1.9,46,5.9,7.9,40,58,58,60,0,51,53.4,37.53,Biology,Microbiologist,Needs Improvement,Shortage
Computer Science,0.9,47,4.8,9.5,45,28,28,0,18,21,28.0,5.77,Mathematics,Actuary,Needs Improvement,Shortage
Biology,1.6,63,5.9,6.4,37,32,39,48,0,41,39.4,32.84,Biology,Microbiologist,Needs Improvement,Shortage
Biology,8.1,96,7.3,2.4,90,87,97,93,0,93,92.0,100.0,Chemistry,Materials Scientist,Excellent,Eligible
Biology,3.2,61,7.3,4.1,72,52,73,51,0,54,60.4,55.3,Chemistry,Materials Scientist,Average,Shortage
Biology,3.2,76,7.0,4.4,58,57,70,59,0,79,64.6,62.8,English,Content Writer,Average,Eligible
Computer Science,5.4,81,6.9,2.9,77,80,68,0,82,74,76.2,78.23,Computer Science,Cybersecurity Analyst,Good,Eligible
Computer Science,5.4,83,8.0,2.8,90,82,74,0,72,88,81.2,85.61,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,3.4,77,7.2,3.0,64,51,49,0,66,76,61.2,59.78,English,Journalist,Average,Eligible
Computer Science,9.6,88,7.9,2.0,90,92,85,0,96,85,89.6,100.0,Computer Science,Machine Learning Engineer,Excellent,Eligible
Biology,3.5,45,4.7,7.3,52,53,46,39,0,49,47.8,35.11,Physics,Mechanical Engineer,Needs Improvement,Shortage
Biology,7.2,96,7.9,1.3,94,91,96,94,0,91,93.2,100.0,Chemistry,Pharmacist,Excellent,Eligible
Biology,5.5,76,7.8,2.2,74,87,88,78,0,76,80.6,83.48,Chemistry,Materials Scientist,Good,Eligible
Computer Science,3.3,63,6.0,4.5,61,50,67,0,75,70,64.6,60.24,Computer Science,Software Engineer,Average,Shortage
Biology,6.0,80,7.7,3.4,74,87,68,85,0,71,77.0,80.81,Physics,Aerospace Engineer,Good,Eligible
Computer Science,7.7,91,8.1,1.8,94,97,83,0,90,87,90.2,100.0,Physics,Research Scientist,Excellent,Eligible
Computer Science,3.7,63,6.2,5.3,64,54,62,0,60,73,62.6,58.43,English,Lawyer,Average,Shortage
Computer Science,9.5,91,7.6,2.4,88,90,97,0,85,85,89.0,99.22,Chemistry,Chemical Engineer,Excellent,Eligible
Computer Science,4.0,82,6.3,3.3,64,69,63,0,76,59,66.2,67.91,Computer Science,Machine Learning Engineer,Average,Eligible
Biology,4.6,68,6.9,5.1,70,72,56,63,0,53,62.8,59.54,Physics,Electrical Engineer,Average,Shortage
Biology,3.9,62,7.2,4.0,69,54,55,62,0,54,58.8,55.43,Mathematics,Data Scientist,Average,Shortage
Biology,1.9,40,6.1,5.5,33,44,42,43,0,48,42.0,31.13,English,Journalist,Needs Improvement,Shortage
Biology,9.3,92,8.3,2.4,89,90,93,87,0,84,88.6,97.04,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,3.4,65,5.4,7.6,47,37,36,43,0,59,44.4,41.06,English,Journalist,Needs Improvement,Shortage
Biology,2.5,51,5.3,6.7,33,44,37,49,0,46,41.8,33.62,Biology,Biomedical Researcher,Needs Improvement,Shortage
Biology,5.2,77,8.0,2.8,86,72,89,82,0,69,79.6,82.15,Chemistry,Materials Scientist,Good,Eligible
Biology,6.7,78,7.0,2.1,81,85,73,72,0,79,78.0,83.39,Physics,Mechanical Engineer,Good,Eligible
Computer Science,1.8,51,5.6,5.2,52,44,53,0,61,64,54.8,45.02,English,Teacher,Needs Improvement,Shortage
Computer Science,9.5,88,7.7,2.4,85,91,88,0,87,80,86.2,97.29,Physics,Mechanical Engineer,Excellent,Eligible
Biology,4.1,79,6.7,4.0,62,62,68,57,0,50,59.8,62.09,Chemistry,Chemical Engineer,Average,Eligible
Computer Science,5.9,89,7.0,2.2,85,87,73,0,92,70,81.4,87.01,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Biology,5.0,79,8.0,3.6,79,82,69,70,0,80,76.0,78.41,Physics,Aerospace Engineer,Good,Eligible
Computer Science,3.0,73,6.1,5.6,70,69,73,0,52,80,68.8,64.01,English,Teacher,Average,Shortage
Computer Science,5.4,80,7.6,2.8,89,78,81,0,73,80,80.2,83.04,Mathematics,Actuary,Good,Eligible
Computer Science,5.3,89,7.7,3.9,82,83,78,0,80,86,81.8,87.65,English,Journalist,Excellent,Eligible
Computer Science,8.0,92,7.8,2.4,95,100,88,0,94,83,92.0,100.0,Physics,Research Scientist,Excellent,Eligible
Computer Science,8.4,89,7.3,1.1,88,100,100,0,97,84,93.8,100.0,Physics,Mechanical Engineer,Excellent,Eligible
Computer Science,3.4,80,6.3,5.6,50,69,64,0,51,72,61.2,62.34,English,Teacher,Average,Eligible
Computer Science,3.6,60,6.1,5.2,70,71,62,0,54,65,64.4,57.28,Physics,Aerospace Engineer,Average,Shortage
Computer Science,3.9,67,5.6,5.1,54,56,62,0,57,71,60.0,54.17,English,Lawyer,Average,Shortage
Computer Science,6.4,89,6.8,2.4,75,71,88,0,89,84,81.4,89.05,Computer Science,Software Engineer,Excellent,Eligible
Biology,5.7,82,7.4,3.6,73,73,76,84,0,79,77.0,81.69,Biology,Biomedical Researcher,Good,Eligible
Computer Science,8.7,89,8.0,1.2,99,85,84,0,96,91,91.0,100.0,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,3.0,60,7.2,3.7,50,67,55,0,74,50,59.2,55.73,Computer Science,Cybersecurity Analyst,Average,Shortage
Computer Science,5.9,83,7.9,3.2,87,78,72,0,86,78,80.2,83.94,Mathematics,Financial Analyst,Good,Eligible
Computer Science,3.2,59,4.6,5.1,46,47,60,0,63,54,54.0,42.03,Computer Science,Machine Learning Engineer,Needs Improvement,Shortage
Computer Science,4.1,75,5.9,4.1,58,75,73,0,76,59,68.2,71.17,Computer Science,AI Engineer,Good,Eligible
Computer Science,2.6,57,4.6,6.2,43,60,47,0,61,49,52.0,41.63,Computer Science,AI Engineer,Needs Improvement,Shortage
Computer Science,9.1,91,7.4,1.2,87,91,83,0,99,81,88.2,97.27,Computer Science,AI Engineer,Excellent,Eligible
Computer Science,8.7,92,7.9,1.8,91,86,91,0,93,88,89.8,100.0,Computer Science,Software Engineer,Excellent,Eligible
Computer Science,3.4,54,6.2,6.1,55,48,50,0,43,61,51.4,38.68,English,Teacher,Needs Improvement,Shortage
Computer Science,4.2,66,7.1,4.4,66,53,55,0,64,75,62.6,60.46,English,Lawyer,Average,Shortage
Biology,3.1,80,6.9,5.2,71,69,51,57,0,78,65.2,63.16,English,Teacher,Average,Eligible
Biology,5.4,78,7.7,3.8,75,71,90,90,0,81,81.4,88.16,Chemistry,Materials Scientist,Excellent,Eligible
Computer Science,8.4,95,7.3,0.7,100,99,91,0,95,84,93.8,100.0,Mathematics,Data Scientist,Excellent,Eligible
Biology,8.1,90,7.1,1.0,100,98,95,97,0,95,97.0,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,4.9,65,7.2,5.8,63,70,62,0,78,75,69.6,69.14,Computer Science,Software Engineer,Average,Shortage
Biology,8.8,98,7.4,1.4,95,88,94,94,0,80,90.2,100.0,Mathematics,Actuary,Excellent,Eligible
Computer Science,0.9,43,4.3,8.4,29,40,31,0,36,24,32.0,12.74,Physics,Research Scientist,Needs Improvement,Shortage
Computer Science,1.9,65,5.7,7.1,32,55,46,0,62,49,48.8,40.6,Computer Science,Cybersecurity Analyst,Needs Improvement,Shortage
Biology,4.0,68,7.5,4.2,72,63,67,65,0,74,68.2,67.67,English,Lawyer,Average,Shortage
Computer Science,4.0,69,7.3,5.5,72,69,50,0,76,73,68.0,66.94,Computer Science,Cybersecurity Analyst,Average,Shortage
Computer Science,6.2,81,7.6,3.9,75,83,75,0,84,80,79.4,85.99,Computer Science,AI Engineer,Excellent,Eligible
Biology,4.3,65,6.4,4.2,57,66,65,50,0,58,59.2,55.41,Physics,Electrical Engineer,Average,Shortage
Biology,3.7,60,5.9,5.6,61,59,72,53,0,60,61.0,56.03,Chemistry,Forensic Scientist,Average,Shortage
Computer Science,5.2,83,6.8,2.4,84,79,90,0,80,78,82.2,83.99,Chemistry,Forensic Scientist,Good,Eligible
Computer Science,4.1,80,7.1,5.1,63,58,55,0,65,70,62.2,64.37,English,Teacher,Average,Eligible
Biology,8.8,89,8.0,1.7,91,99,85,96,0,95,93.2,100.0,Physics,Research Scientist,Excellent,Eligible
Biology,3.6,81,6.1,3.8,55,64,62,64,0,50,59.0,59.19,Physics,Research Scientist,Average,Eligible
Computer Science,3.6,71,5.6,4.0,68,74,57,0,75,62,67.2,59.99,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,2.9,51,4.9,7.9,59,36,33,47,0,64,47.8,34.76,English,Teacher,Needs Improvement,Shortage
Computer Science,3.9,75,7.4,4.0,51,58,67,0,70,55,60.2,61.56,Computer Science,Machine Learning Engineer,Average,Eligible
Computer Science,4.5,61,6.3,5.3,61,73,49,0,78,55,63.2,58.17,Computer Science,Cybersecurity Analyst,Average,Shortage
Computer Science,5.3,77,7.7,2.1,80,87,78,0,89,88,84.4,86.79,Computer Science,AI Engineer,Excellent,Eligible
Biology,1.7,26,4.6,8.8,34,23,24,20,0,46,29.4,9.93,English,Lawyer,Needs Improvement,Shortage
Biology,3.2,62,5.5,8.0,37,48,43,44,0,49,44.2,35.09,English,Journalist,Needs Improvement,Shortage
Computer Science,3.1,61,6.7,3.5,55,67,72,0,61,66,64.2,56.5,Chemistry,Chemical Engineer,Average,Shortage
Biology,5.6,87,6.8,2.6,88,84,80,83,0,78,82.6,88.19,Mathematics,Actuary,Excellent,Eligible
Computer Science,5.1,88,7.1,3.9,71,70,69,0,73,68,70.2,76.5,Computer Science,Machine Learning Engineer,Good,Eligible
Biology,4.7,77,6.2,5.9,56,56,51,53,0,75,58.2,62.09,English,Lawyer,Average,Eligible
Biology,4.2,72,6.3,5.4,68,59,62,56,0,66,62.2,57.12,Mathematics,Financial Analyst,Average,Shortage
Biology,6.7,89,7.1,2.3,84,70,89,73,0,65,76.2,87.15,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,4.9,62,6.1,5.5,57,66,71,0,55,74,64.6,60.51,English,Lawyer,Average,Shortage
Computer Science,3.8,80,5.7,3.7,67,60,49,0,70,67,62.6,62.78,Computer Science,Cybersecurity Analyst,Average,Eligible
Computer Science,4.9,78,5.6,5.0,72,54,60,0,73,76,67.0,69.4,English,Journalist,Average,Eligible
Biology,4.6,76,6.2,4.1,62,68,57,51,0,78,63.2,66.47,English,Lawyer,Average,Eligible
Biology,3.5,71,5.7,4.5,75,67,57,70,0,61,66.0,61.49,Mathematics,Actuary,Average,Shortage
Biology,3.6,68,7.3,5.9,51,74,61,60,0,79,65.0,60.92,English,Journalist,Average,Shortage
Biology,4.6,62,6.0,5.5,65,64,49,54,0,55,57.4,56.83,Mathematics,Actuary,Average,Shortage
Biology,2.8,55,4.8,6.3,54,35,40,50,0,60,47.8,32.9,English,Teacher,Needs Improvement,Shortage
Computer Science,3.1,74,7.4,4.7,50,61,74,0,77,73,67.0,62.83,Computer Science,Cybersecurity Analyst,Average,Shortage
Biology,7.2,88,8.0,1.0,91,87,82,96,0,91,89.4,96.34,Biology,Biotechnologist,Excellent,Eligible
Biology,4.6,67,7.1,5.0,60,59,56,55,0,64,58.8,55.9,English,Lawyer,Average,Shortage
Computer Science,7.3,95,8.1,0.9,93,95,98,0,92,86,92.8,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,6.2,89,6.6,2.4,87,85,84,0,77,66,79.8,85.37,Mathematics,Financial Analyst,Excellent,Eligible
Biology,6.6,77,6.6,2.3,85,88,75,74,0,67,77.8,84.09,Physics,Research Scientist,Good,Eligible
Biology,4.7,80,7.3,5.9,64,56,68,60,0,77,65.0,69.94,English,Journalist,Average,Eligible
Computer Science,5.4,89,6.5,3.9,84,78,83,0,89,68,80.4,85.83,Computer Science,Cybersecurity Analyst,Excellent,Eligible
Computer Science,5.5,86,6.6,3.2,74,70,72,0,81,81,75.6,78.92,Computer Science,Machine Learning Engineer,Good,Eligible
Biology,4.6,66,6.3,5.5,66,61,48,69,0,58,60.4,58.05,Biology,Biomedical Researcher,Average,Shortage
Computer Science,7.9,99,7.6,1.9,98,96,90,0,88,86,91.6,100.0,Mathematics,Statistician,Excellent,Eligible
Computer Science,3.7,80,5.7,3.8,73,53,50,0,71,51,59.6,57.96,Mathematics,Data Scientist,Average,Eligible
Biology,3.4,64,5.5,6.6,42,42,46,43,0,62,47.0,42.39,English,Lawyer,Needs Improvement,Shortage
Biology,9.3,100,8.2,1.9,90,89,98,88,0,90,91.0,100.0,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,3.2,78,7.0,4.6,72,56,57,74,0,55,62.8,61.28,Biology,Doctor,Average,Eligible
Computer Science,3.6,62,7.5,5.8,53,50,75,0,52,55,57.0,53.88,Chemistry,Materials Scientist,Average,Shortage
Biology,4.6,71,6.7,3.2,73,69,66,71,0,75,70.8,69.79,English,Teacher,Average,Shortage
Computer Science,5.0,75,6.8,2.0,73,78,83,0,86,70,78.0,83.43,Computer Science,Machine Learning Engineer,Good,Eligible
Biology,2.2,65,6.4,7.2,38,53,43,33,0,43,42.0,36.9,Physics,Aerospace Engineer,Needs Improvement,Shortage
Computer Science,9.2,95,7.8,0.7,85,94,99,0,93,87,91.6,100.0,Chemistry,Chemical Engineer,Excellent,Eligible
Computer Science,4.6,72,5.8,4.5,65,70,58,0,57,68,63.6,57.61,Physics,Mechanical Engineer,Average,Shortage
Biology,3.6,61,5.8,3.8,64,66,54,64,0,50,59.6,53.94,Physics,Aerospace Engineer,Average,Shortage
Computer Science,4.2,67,6.7,5.4,51,50,71,0,76,79,65.4,63.97,English,Teacher,Average,Shortage
Computer Science,1.5,40,6.0,7.5,60,46,50,0,52,55,52.6,40.84,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,1.2,46,5.0,8.3,40,44,37,0,31,36,37.6,20.56,Physics,Electrical Engineer,Needs Improvement,Shortage
Computer Science,2.7,53,5.3,5.2,53,40,45,0,42,49,45.8,36.12,Mathematics,Data Scientist,Needs Improvement,Shortage
Computer Science,3.3,70,6.1,5.3,68,55,69,0,54,77,64.6,56.1,English,Teacher,Average,Shortage
Biology,1.2,25,4.8,8.9,20,22,30,39,0,40,30.2,9.09,English,Content Writer,Needs Improvement,Shortage
Computer Science,3.2,74,7.3,4.1,61,71,60,0,64,69,65.0,61.26,Physics,Research Scientist,Average,Shortage
Biology,6.0,82,6.8,3.0,85,77,81,79,0,88,82.0,85.08,English,Journalist,Excellent,Eligible
Computer Science,1.9,66,6.3,5.7,56,55,30,0,48,45,46.8,40.13,Mathematics,Statistician,Needs Improvement,Shortage
Computer Science,4.1,82,6.8,5.0,70,65,68,0,66,57,65.2,66.87,Mathematics,Data Scientist,Average,Eligible
Computer Science,4.0,61,5.9,4.9,75,67,57,0,75,61,67.0,62.84,Mathematics,Actuary,Average,Shortage
Biology,5.6,75,7.5,2.9,89,80,74,90,0,81,82.8,86.48,Biology,Doctor,Excellent,Eligible
Biology,5.9,88,7.7,3.1,77,71,75,88,0,67,75.6,80.57,Biology,Doctor,Good,Eligible
Biology,5.8,88,6.9,3.7,78,82,81,75,0,80,79.2,83.47,Physics,Mechanical Engineer,Good,Eligible
Biology,4.2,68,6.1,5.0,63,53,52,66,0,69,60.6,56.24,English,Journalist,Average,Shortage
Biology,8.8,97,8.0,2.3,98,94,88,98,0,88,93.2,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Biology,7.4,93,8.2,2.4,89,95,98,93,0,89,92.8,99.24,Chemistry,Chemical Engineer,Excellent,Eligible
Computer Science,4.7,71,7.0,3.3,61,61,66,0,65,62,63.0,63.39,Chemistry,Pharmacist,Average,Shortage
Computer Science,3.2,44,5.1,6.2,52,37,55,0,32,57,46.6,38.07,English,Content Writer,Needs Improvement,Shortage
Biology,3.7,72,5.9,5.1,62,54,52,71,0,58,59.4,51.32,Biology,Biomedical Researcher,Average,Shortage
Biology,8.9,92,7.5,1.2,85,94,87,88,0,80,86.8,97.8,Physics,Mechanical Engineer,Excellent,Eligible
Biology,6.4,85,7.1,3.5,86,75,82,72,0,71,77.2,83.51,Mathematics,Statistician,Good,Eligible
Biology,3.7,68,5.9,3.6,54,73,62,72,0,63,64.8,55.76,Physics,Electrical Engineer,Average,Shortage
Computer Science,5.2,89,7.1,2.0,84,88,83,0,85,74,82.8,91.67,Physics,Aerospace Engineer,Excellent,Eligible
Computer Science,7.4,93,7.3,1.0,89,89,90,0,100,84,90.4,99.63,Computer Science,Machine Learning Engineer,Excellent,Eligible
Computer Science,5.0,83,7.4,3.1,73,72,82,0,92,65,76.8,79.14,Computer Science,Software Engineer,Good,Eligible
Computer Science,4.9,60,5.9,3.7,75,67,75,0,70,80,73.4,70.45,English,Journalist,Good,Shortage
Computer Science,2.6,54,4.6,5.9,42,39,38,0,45,65,45.8,30.22,English,Lawyer,Needs Improvement,Shortage
Computer Science,2.8,40,6.1,7.5,30,46,36,0,46,36,38.8,29.35,Physics,Research Scientist,Needs Improvement,Shortage
Computer Science,2.8,59,5.0,7.7,55,53,60,0,59,59,57.2,46.42,Chemistry,Materials Scientist,Needs Improvement,Shortage
Computer Science,2.6,65,5.5,5.3,54,41,34,0,50,44,44.6,40.44,Mathematics,Data Scientist,Needs Improvement,Shortage
Biology,5.6,87,6.9,2.2,78,81,69,82,0,81,78.2,83.43,Biology,Microbiologist,Good,Eligible
Computer Science,2.7,60,5.3,6.2,38,56,57,0,41,65,51.4,48.13,English,Journalist,Needs Improvement,Shortage
Computer Science,4.3,67,6.4,4.3,75,72,63,0,63,71,68.8,66.42,Mathematics,Statistician,Average,Shortage
Computer Science,4.8,61,7.4,3.9,54,71,50,0,67,51,58.6,55.54,Physics,Electrical Engineer,Average,Shortage
Biology,3.4,69,6.5,4.7,59,55,55,70,0,71,62.0,56.46,English,Content Writer,Average,Shortage
Computer Science,2.7,46,5.6,7.0,58,51,57,0,58,63,57.4,45.69,English,Journalist,Needs Improvement,Shortage
Computer Science,4.5,80,6.7,3.7,60,73,73,0,67,79,70.4,71.03,English,Lawyer,Good,Eligible
Computer Science,6.7,79,7.4,3.8,76,82,86,0,85,69,79.6,88.08,Chemistry,Forensic Scientist,Excellent,Eligible
Computer Science,2.6,44,5.8,6.7,55,60,56,0,46,37,50.8,40.58,Physics,Electrical Engineer,Needs Improvement,Shortage
Computer Science,3.1,67,6.6,4.6,54,50,72,0,55,77,61.6,58.53,English,Lawyer,Average,Shortage
Biology,3.6,75,7.3,4.7,75,68,61,60,0,69,66.6,68.86,Mathematics,Financial Analyst,Average,Eligible
Biology,7.9,94,7.8,2.1,88,97,88,89,0,92,90.8,98.52,Physics,Mechanical Engineer,Excellent,Eligible
Computer Science,7.0,86,7.3,2.2,89,87,89,0,83,68,83.2,93.46,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,7.1,93,8.4,1.2,94,98,97,0,98,89,95.2,100.0,Physics,Aerospace Engineer,Excellent,Eligible
Biology,2.5,51,5.7,6.0,48,53,50,44,0,55,50.0,39.51,English,Journalist,Needs Improvement,Shortage
Biology,3.3,62,4.9,7.3,42,37,31,56,0,36,40.4,31.45,Biology,Doctor,Needs Improvement,Shortage
Computer Science,3.6,71,5.5,5.9,62,65,61,0,57,52,59.4,53.59,Physics,Electrical Engineer,Average,Shortage
Biology,1.8,56,6.4,7.5,42,59,49,49,0,51,50.0,40.81,Physics,Aerospace Engineer,Needs Improvement,Shortage
Biology,3.3,77,6.4,5.4,60,75,60,53,0,74,64.4,63.74,Physics,Research Scientist,Average,Eligible
Computer Science,3.7,66,6.8,5.0,58,55,50,0,73,59,59.0,54.05,Computer Science,AI Engineer,Average,Shortage
Computer Science,7.2,88,7.1,2.1,89,90,96,0,96,89,92.0,97.88,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,9.0,89,8.0,1.6,87,85,100,96,0,81,89.8,100.0,Chemistry,Forensic Scientist,Excellent,Eligible
Biology,1.7,43,5.0,8.8,38,30,30,40,0,24,32.4,17.63,Biology,Microbiologist,Needs Improvement,Shortage
Biology,4.2,77,7.2,5.7,62,70,59,65,0,67,64.6,68.69,Physics,Research Scientist,Average,Eligible
Biology,9.9,91,7.0,2.1,91,85,82,89,0,95,88.4,97.42,English,Journalist,Excellent,Eligible
Biology,1.8,29,4.1,8.4,37,21,20,32,0,38,29.6,12.49,English,Content Writer,Needs Improvement,Shortage
Computer Science,6.2,82,7.3,3.8,80,74,89,0,83,70,79.2,86.7,Chemistry,Chemical Engineer,Excellent,Eligible
Biology,2.1,50,4.8,7.1,60,58,33,53,0,53,51.4,36.14,Mathematics,Data Scientist,Needs Improvement,Shortage
Biology,6.4,86,7.5,2.7,77,87,80,71,0,66,76.2,84.14,Physics,Mechanical Engineer,Good,Eligible
Computer Science,4.8,74,5.5,3.8,73,50,54,0,55,56,57.6,54.31,Mathematics,Financial Analyst,Average,Shortage
Biology,1.6,65,5.3,6.4,60,50,55,42,0,59,53.2,45.43,Mathematics,Actuary,Needs Improvement,Shortage
Biology,9.6,100,8.1,1.0,96,92,93,87,0,88,91.2,100.0,Mathematics,Data Scientist,Excellent,Eligible
Computer Science,3.3,79,6.4,3.0,57,67,61,0,66,67,63.6,64.29,Physics,Mechanical Engineer,Average,Eligible
Biology,6.0,75,7.0,2.4,71,85,77,79,0,76,77.6,85.08,Physics,Electrical Engineer,Excellent,Eligible
Computer Science,4.2,79,6.5,5.0,50,70,61,0,61,61,60.6,64.37,Physics,Electrical Engineer,Average,Eligible
Computer Science,4.1,60,5.7,3.3,73,65,62,0,55,68,64.6,61.03,Mathematics,Statistician,Average,Shortage
Biology,5.4,82,7.6,2.6,78,85,79,75,0,75,78.4,80.2,Physics,Research Scientist,Good,Eligible
Biology,8.4,93,8.0,1.5,93,91,86,96,0,80,89.2,100.0,Biology,Doctor,Excellent,Eligible
Biology,4.8,78,6.9,4.2,71,57,75,57,0,53,62.6,63.06,Chemistry,Materials Scientist,Average,Eligible
Computer Science,3.7,61,6.3,3.5,68,74,61,0,78,80,72.2,66.46,English,Journalist,Average,Shortage
Biology,3.8,76,7.5,4.8,73,67,50,62,0,53,61.0,63.52,Mathematics,Data Scientist,Average,Eligible
Biology,6.8,81,7.4,3.2,80,83,83,87,0,78,82.2,88.13,Biology,Biotechnologist,Excellent,Eligible
Computer Science,1.6,42,6.1,6.5,33,53,47,0,52,47,46.4,34.22,Physics,Research Scientist,Needs Improvement,Shortage
Computer Science,3.0,70,5.7,6.3,44,35,51,0,45,36,42.2,36.56,Chemistry,Forensic Scientist,Needs Improvement,Shortage
Computer Science,8.3,96,7.2,1.2,92,88,92,0,94,89,91.0,100.0,Computer Science,AI Engineer,Excellent,Eligible
Biology,7.5,94,7.4,1.9,88,93,85,93,0,86,89.0,98.77,Physics,Research Scientist,Excellent,Eligible
Biology,3.6,75,6.1,3.6,68,51,74,71,0,67,66.2,63.72,Chemistry,Pharmacist,Average,Eligible
Biology,9.3,98,7.8,2.4,97,87,82,95,0,81,88.4,100.0,Mathematics,Financial Analyst,Excellent,Eligible
Computer Science,5.9,76,7.2,2.1,72,83,70,0,87,80,78.4,84.14,Computer Science,Cybersecurity Analyst,Good,Eligible
Computer Science,3.3,61,6.1,6.2,43,56,56,0,50,61,53.2,47.16,English,Lawyer,Needs Improvement,Shortage
Computer Science,8.1,99,8.4,2.5,92,96,94,0,85,94,92.2,100.0,Physics,Mechanical Engineer,Excellent,Eligible
Biology,9.1,99,8.1,0.9,95,92,87,94,0,92,92.0,100.0,Mathematics,Actuary,Excellent,Eligible
Computer Science,8.2,91,7.5,1.5,85,87,93,0,96,83,88.8,100.0,Computer Science,AI Engineer,Excellent,Eligible
Biology,3.4,80,6.5,3.3,66,73,57,61,0,57,62.8,61.39,Physics,Electrical Engineer,Average,Eligible
