study_hours,attendance,sleep_hours,internet_usage,number_of_subjects,average_subject_score,highest_subject_score,lowest_subject_score,score_consistency,previous_overall_score,exam_score,performance_level,attendance_status
3.2,69,6.5,5.6,8,65.25,77.0,56.0,7.48,61.94,59.73,Average,Shortage
6.4,88,7.8,3.2,3,80.67,88.0,72.0,6.6,89.43,92.36,Excellent,Eligible
8.7,97,7.6,1.9,7,91.14,99.0,85.0,4.64,98.15,100.0,Excellent,Eligible
8.2,100,7.1,2.5,4,92.0,98.0,87.0,4.3,84.82,100.0,Excellent,Eligible
4.9,74,6.7,4.8,3,64.33,69.0,58.0,4.64,64.84,63.44,Average,Shortage
7.4,99,8.3,0.5,6,93.33,100.0,86.0,4.38,84.93,100.0,Excellent,Eligible
8.8,92,7.1,1.6,8,93.25,98.0,85.0,4.47,96.36,100.0,Excellent,Eligible
5.3,86,6.5,3.2,7,84.71,89.0,73.0,5.15,81.85,88.63,Excellent,Eligible
3.3,66,6.9,5.6,6,65.33,72.0,51.0,7.23,65.56,59.39,Average,Shortage
9.0,92,7.6,2.3,8,95.5,100.0,87.0,4.15,100.0,100.0,Excellent,Eligible
1.6,41,5.6,5.4,5,43.8,60.0,36.0,8.77,34.11,32.4,Needs Improvement,Shortage
7.0,88,7.8,1.8,3,95.67,96.0,95.0,0.47,88.98,100.0,Excellent,Eligible
2.7,42,5.0,5.3,4,38.75,45.0,33.0,5.31,30.89,29.47,Needs Improvement,Shortage
6.4,80,7.9,3.8,3,75.67,82.0,72.0,4.5,69.63,77.23,Good,Eligible
6.1,87,7.6,2.7,6,79.17,92.0,72.0,6.2,83.03,88.79,Excellent,Eligible
5.3,75,7.9,2.5,8,77.25,86.0,71.0,4.24,69.48,76.85,Good,Eligible
5.4,79,6.9,2.7,4,82.75,91.0,70.0,7.79,86.06,86.3,Excellent,Eligible
6.5,77,7.3,2.2,3,83.33,92.0,71.0,8.96,92.96,92.31,Excellent,Eligible
2.1,57,6.3,5.4,3,43.33,54.0,32.0,8.99,38.92,32.36,Needs Improvement,Shortage
4.5,67,6.5,5.2,7,65.43,76.0,56.0,5.5,66.46,64.93,Average,Shortage
4.1,82,7.0,3.5,8,63.62,74.0,53.0,6.74,61.92,64.38,Average,Eligible
5.4,76,6.5,3.6,6,79.83,85.0,71.0,5.05,71.25,77.67,Good,Eligible
3.0,74,7.0,4.2,8,72.0,78.0,62.0,5.2,64.95,64.62,Average,Shortage
6.7,78,6.6,3.1,4,80.0,92.0,72.0,7.35,79.85,81.88,Good,Eligible
4.1,78,5.9,4.8,3,62.33,73.0,52.0,8.58,69.98,68.63,Average,Eligible
3.8,62,6.4,3.0,6,68.17,76.0,58.0,6.69,64.34,62.23,Average,Shortage
4.1,65,6.2,3.5,5,65.6,75.0,56.0,6.31,61.21,61.52,Average,Shortage
9.4,95,8.4,0.8,8,92.5,98.0,85.0,4.27,99.9,100.0,Excellent,Eligible
5.3,76,7.5,3.3,5,79.0,88.0,71.0,6.6,80.11,82.01,Good,Eligible
2.5,69,5.7,5.5,3,48.33,56.0,34.0,10.14,57.94,46.3,Needs Improvement,Shortage
3.2,69,6.4,5.5,6,48.33,64.0,30.0,13.42,53.07,44.46,Needs Improvement,Shortage
3.6,78,6.9,4.1,5,69.6,76.0,61.0,6.65,62.53,66.62,Average,Eligible
1.2,22,4.1,9.0,7,29.29,43.0,18.0,8.89,21.98,7.39,Needs Improvement,Shortage
2.3,50,6.5,7.2,8,49.25,61.0,30.0,11.19,52.98,41.36,Needs Improvement,Shortage
4.8,78,5.8,4.2,5,70.4,78.0,55.0,8.62,78.57,76.25,Good,Eligible
3.3,80,5.6,3.9,5,60.6,67.0,54.0,4.67,59.37,59.88,Average,Eligible
4.4,66,6.4,3.4,3,67.0,73.0,58.0,6.48,57.16,60.72,Average,Shortage
4.7,63,5.6,3.5,6,65.83,73.0,51.0,7.4,71.45,64.24,Average,Shortage
8.0,95,8.3,1.6,6,94.33,100.0,85.0,5.25,90.5,100.0,Excellent,Eligible
2.3,65,6.3,7.1,4,43.0,63.0,30.0,12.79,37.18,38.34,Needs Improvement,Shortage
8.1,96,7.2,2.2,7,93.0,98.0,89.0,3.21,86.98,100.0,Excellent,Eligible
4.9,60,7.4,4.2,6,66.5,78.0,60.0,6.97,58.62,64.54,Average,Shortage
5.9,78,7.1,4.0,3,86.0,92.0,79.0,5.35,93.39,91.91,Excellent,Eligible
3.0,78,6.5,3.0,8,58.5,71.0,51.0,6.69,53.76,55.26,Average,Eligible
4.8,75,7.3,3.8,6,71.67,75.0,61.0,4.85,80.08,75.15,Good,Eligible
3.4,67,5.6,5.6,3,74.67,78.0,72.0,2.49,76.33,69.8,Average,Shortage
7.3,93,7.0,1.5,5,94.8,99.0,90.0,2.93,99.77,100.0,Excellent,Eligible
2.8,40,6.2,6.7,5,46.0,62.0,30.0,11.05,50.91,37.33,Needs Improvement,Shortage
4.8,61,7.0,5.8,5,68.2,77.0,53.0,8.26,76.85,69.15,Average,Shortage
5.0,64,6.9,3.6,4,62.5,77.0,53.0,8.85,67.3,61.72,Average,Shortage
4.7,72,6.3,3.7,5,62.8,67.0,53.0,5.0,72.38,62.56,Average,Shortage
6.1,85,7.7,3.3,3,79.67,84.0,74.0,4.19,72.07,84.7,Good,Eligible
3.2,42,6.4,7.1,8,43.38,61.0,31.0,10.78,36.18,31.07,Needs Improvement,Shortage
3.3,65,6.0,6.2,5,57.4,64.0,36.0,10.87,59.8,51.1,Average,Shortage
3.3,73,5.7,5.0,7,68.43,78.0,55.0,6.99,71.11,59.65,Average,Shortage
7.6,99,7.2,1.1,6,95.83,100.0,91.0,3.13,87.66,100.0,Excellent,Eligible
4.0,75,6.9,5.5,6,62.33,75.0,53.0,7.36,67.52,63.82,Average,Eligible
5.2,82,7.2,2.1,3,77.67,80.0,73.0,3.3,74.07,79.37,Good,Eligible
3.4,63,4.7,5.2,4,49.5,57.0,40.0,6.34,42.0,39.46,Needs Improvement,Shortage
4.1,69,6.2,3.8,7,65.14,76.0,51.0,9.73,71.74,63.53,Average,Shortage
8.0,89,7.3,1.3,8,93.38,100.0,85.0,4.95,90.82,100.0,Excellent,Eligible
4.4,80,6.3,4.2,8,66.0,78.0,56.0,8.12,58.12,66.59,Average,Eligible
3.1,68,6.6,4.5,8,68.12,77.0,53.0,6.88,72.16,62.08,Average,Shortage
8.3,88,7.3,2.2,8,90.88,97.0,85.0,4.59,98.19,100.0,Excellent,Eligible
5.0,74,5.9,3.7,6,61.5,73.0,50.0,7.97,65.65,59.28,Average,Shortage
4.8,82,6.2,4.1,7,63.71,77.0,51.0,8.76,61.54,63.52,Average,Eligible
7.4,95,7.7,1.0,4,90.25,93.0,89.0,1.64,82.23,97.95,Excellent,Eligible
3.2,76,5.7,4.8,8,67.12,78.0,51.0,10.02,64.61,62.54,Average,Eligible
7.5,91,8.4,0.5,8,94.62,100.0,85.0,4.97,84.86,100.0,Excellent,Eligible
5.9,82,7.1,3.6,4,78.75,90.0,71.0,6.98,85.19,83.12,Good,Eligible
3.2,60,7.0,5.1,7,62.57,72.0,50.0,7.11,64.53,61.17,Average,Shortage
8.8,89,8.2,1.5,7,95.14,100.0,89.0,3.6,87.96,100.0,Excellent,Eligible
8.3,92,7.1,1.7,5,93.2,94.0,92.0,0.75,86.04,100.0,Excellent,Eligible
4.7,80,6.9,3.1,5,64.6,67.0,60.0,2.73,60.45,65.37,Average,Eligible
2.9,47,5.2,7.0,7,47.29,65.0,40.0,7.92,48.37,36.25,Needs Improvement,Shortage
0.5,39,5.3,8.2,5,28.6,39.0,15.0,8.71,19.93,7.95,Needs Improvement,Shortage
7.3,99,7.4,1.9,7,89.86,96.0,85.0,4.39,95.35,100.0,Excellent,Eligible
7.2,100,8.2,2.0,8,91.75,98.0,85.0,4.84,99.05,100.0,Excellent,Eligible
4.4,78,6.3,3.1,8,64.88,76.0,52.0,9.06,72.75,68.61,Average,Eligible
2.6,41,5.4,6.0,4,47.25,61.0,37.0,9.5,51.99,38.65,Needs Improvement,Shortage
3.8,65,6.2,5.3,8,66.62,74.0,52.0,6.76,67.07,59.3,Average,Shortage
6.5,80,7.9,3.9,8,80.62,89.0,74.0,6.2,85.44,91.55,Excellent,Eligible
8.3,92,8.0,1.2,8,91.38,99.0,85.0,5.83,83.48,100.0,Excellent,Eligible
7.5,99,7.8,0.9,8,91.75,99.0,85.0,5.47,81.81,97.43,Excellent,Eligible
6.3,84,6.8,2.0,8,84.25,90.0,77.0,4.66,87.17,92.36,Excellent,Eligible
2.8,68,6.4,7.4,5,49.4,65.0,38.0,9.31,58.71,47.56,Needs Improvement,Shortage
3.6,66,5.9,3.3,4,60.5,67.0,52.0,5.94,60.55,54.29,Average,Shortage
7.7,92,8.1,2.1,8,90.5,99.0,85.0,5.66,87.72,95.14,Excellent,Eligible
7.0,86,6.7,2.9,8,81.0,91.0,70.0,5.63,72.81,87.07,Excellent,Eligible
9.6,98,8.3,0.8,3,94.67,96.0,94.0,0.94,89.27,100.0,Excellent,Eligible
8.8,100,8.3,0.6,7,92.86,100.0,86.0,4.61,87.65,100.0,Excellent,Eligible
1.7,43,4.9,6.2,3,50.0,60.0,42.0,7.48,45.19,34.63,Needs Improvement,Shortage
6.7,88,7.4,3.7,6,79.67,91.0,70.0,6.72,86.83,90.16,Excellent,Eligible
2.1,48,5.9,5.2,4,46.25,56.0,38.0,6.65,44.22,36.37,Needs Improvement,Shortage
3.0,64,7.1,3.1,4,61.75,68.0,51.0,6.76,67.19,60.66,Average,Shortage
6.1,78,7.0,3.6,5,83.2,88.0,78.0,3.54,82.54,86.45,Excellent,Eligible
1.8,41,4.9,5.6,6,40.33,54.0,31.0,7.72,44.99,22.16,Needs Improvement,Shortage
4.6,74,7.1,3.5,8,62.38,74.0,54.0,6.34,65.72,64.15,Average,Shortage
5.7,78,7.0,2.5,8,80.62,91.0,70.0,8.28,75.97,81.07,Good,Eligible
9.7,90,7.1,1.2,4,90.25,96.0,85.0,5.26,98.76,100.0,Excellent,Eligible
4.6,68,6.0,5.8,6,66.67,73.0,60.0,4.85,69.15,66.2,Average,Shortage
3.4,65,6.0,5.5,6,66.5,75.0,54.0,8.69,76.45,64.76,Average,Shortage
3.6,61,6.6,3.9,8,63.12,78.0,52.0,9.03,65.06,57.88,Average,Shortage
4.2,76,7.1,5.2,7,66.43,76.0,56.0,7.21,69.23,70.59,Good,Eligible
3.8,73,6.5,4.1,6,66.67,75.0,53.0,7.5,76.62,65.54,Average,Shortage
5.5,78,7.8,2.7,5,82.0,89.0,71.0,6.1,87.62,85.0,Excellent,Eligible
7.5,94,8.2,1.1,8,91.5,100.0,85.0,5.32,84.84,98.21,Excellent,Eligible
8.4,100,8.0,0.8,7,93.0,100.0,85.0,5.04,97.56,100.0,Excellent,Eligible
3.0,72,5.9,3.9,5,65.2,76.0,52.0,8.7,59.97,59.4,Average,Shortage
8.8,93,8.4,1.8,5,93.8,100.0,91.0,3.31,100.0,100.0,Excellent,Eligible
0.6,37,4.3,9.4,8,34.62,44.0,22.0,6.74,40.61,19.37,Needs Improvement,Shortage
7.0,94,8.3,1.4,3,91.67,94.0,90.0,1.7,86.8,97.68,Excellent,Eligible
2.7,65,5.3,5.8,5,39.4,53.0,33.0,7.55,40.3,31.33,Needs Improvement,Shortage
6.4,84,6.8,2.9,8,81.25,92.0,71.0,7.34,75.24,83.55,Good,Eligible
0.8,32,3.9,10.0,5,33.0,44.0,19.0,8.67,27.2,12.97,Needs Improvement,Shortage
3.2,70,4.9,6.7,4,50.25,61.0,37.0,9.15,46.62,39.97,Needs Improvement,Shortage
9.0,89,8.2,1.4,3,92.0,100.0,85.0,6.16,98.51,100.0,Excellent,Eligible
6.4,90,6.6,3.7,4,77.25,83.0,72.0,4.82,83.49,86.21,Excellent,Eligible
7.8,99,7.7,0.8,8,94.75,99.0,88.0,3.83,95.81,100.0,Excellent,Eligible
6.4,82,7.6,2.5,3,83.67,85.0,83.0,0.94,89.26,88.74,Excellent,Eligible
4.8,78,7.5,3.5,6,68.5,76.0,54.0,7.25,59.09,70.14,Good,Eligible
6.9,85,7.1,3.8,5,83.6,90.0,76.0,5.54,79.11,90.51,Excellent,Eligible
7.1,90,7.3,1.7,5,89.2,95.0,86.0,3.12,96.94,100.0,Excellent,Eligible
1.1,32,4.2,9.3,6,34.67,45.0,16.0,9.94,41.03,17.88,Needs Improvement,Shortage
3.7,62,7.4,5.9,8,66.0,77.0,57.0,7.52,62.93,62.95,Average,Shortage
9.5,89,7.1,1.1,3,89.33,96.0,85.0,4.78,89.21,100.0,Excellent,Eligible
6.9,85,6.9,2.0,6,81.5,92.0,70.0,7.99,79.85,89.92,Excellent,Eligible
3.4,66,7.2,4.2,5,55.8,63.0,50.0,4.71,62.26,54.18,Average,Shortage
8.2,98,7.8,2.5,3,91.0,95.0,88.0,2.94,84.79,99.78,Excellent,Eligible
4.1,79,5.9,5.9,3,60.33,65.0,57.0,3.4,63.72,64.23,Average,Eligible
8.5,91,7.5,2.1,6,93.33,100.0,88.0,3.82,100.0,100.0,Excellent,Eligible
1.4,47,4.4,8.0,3,37.0,42.0,30.0,5.1,33.28,17.1,Needs Improvement,Shortage
4.4,79,7.0,4.1,6,65.0,74.0,53.0,7.02,66.08,68.25,Average,Eligible
1.9,32,4.3,7.1,5,31.4,41.0,21.0,7.42,35.93,19.01,Needs Improvement,Shortage
3.1,75,6.0,5.2,7,65.86,76.0,54.0,8.9,58.83,62.6,Average,Eligible
8.3,89,7.9,2.1,5,95.0,100.0,90.0,3.58,85.18,100.0,Excellent,Eligible
6.8,78,7.9,2.5,7,84.0,88.0,77.0,4.28,88.51,90.59,Excellent,Eligible
4.8,80,6.1,5.7,6,58.83,70.0,52.0,7.38,49.37,58.89,Average,Eligible
5.6,83,7.9,2.4,7,78.14,88.0,73.0,4.58,75.05,81.95,Good,Eligible
2.3,61,5.3,7.8,7,49.0,60.0,30.0,9.46,42.1,42.29,Needs Improvement,Shortage
6.2,81,7.4,4.0,5,80.8,92.0,73.0,8.11,72.57,83.56,Good,Eligible
2.1,66,6.0,7.8,8,44.38,62.0,32.0,9.53,34.39,35.61,Needs Improvement,Shortage
6.0,80,7.7,3.1,3,80.33,85.0,75.0,4.11,81.2,84.04,Good,Eligible
5.8,77,8.0,2.7,7,84.0,92.0,72.0,8.16,76.11,85.72,Excellent,Eligible
9.1,97,8.5,0.7,3,92.0,97.0,88.0,3.74,83.18,100.0,Excellent,Eligible
4.4,63,5.7,4.5,4,62.0,67.0,57.0,3.61,58.05,58.09,Average,Shortage
7.4,92,8.1,0.7,5,93.2,99.0,87.0,4.75,89.65,100.0,Excellent,Eligible
2.6,70,4.7,6.7,3,43.67,54.0,34.0,8.18,51.45,36.53,Needs Improvement,Shortage
4.7,78,7.1,3.8,3,64.0,68.0,62.0,2.83,62.37,66.99,Average,Eligible
6.5,75,6.9,3.2,5,88.0,92.0,81.0,3.74,85.36,89.17,Excellent,Eligible
3.8,69,6.0,4.1,3,72.33,77.0,68.0,3.68,68.48,63.99,Average,Shortage
5.4,83,6.9,2.2,7,81.86,87.0,76.0,4.09,87.0,85.76,Excellent,Eligible
1.6,43,6.1,6.8,8,46.25,65.0,31.0,13.57,46.08,34.37,Needs Improvement,Shortage
8.3,100,7.9,0.6,4,88.75,93.0,85.0,3.03,95.52,100.0,Excellent,Eligible
8.0,97,7.9,2.0,3,91.0,97.0,87.0,4.32,99.52,100.0,Excellent,Eligible
4.9,67,5.9,3.6,7,61.14,68.0,50.0,5.62,61.94,59.78,Average,Shortage
6.8,83,7.1,2.5,6,81.83,86.0,71.0,5.08,80.82,88.19,Excellent,Eligible
4.2,62,5.7,5.1,5,67.6,76.0,61.0,5.61,66.49,65.68,Average,Shortage
9.2,88,7.8,1.0,3,92.0,98.0,85.0,5.35,95.94,100.0,Excellent,Eligible
4.0,72,6.3,3.9,5,64.2,76.0,50.0,8.49,57.93,61.7,Average,Shortage
5.1,82,7.3,3.3,7,80.43,89.0,74.0,5.65,76.52,80.75,Good,Eligible
4.3,74,6.9,4.4,8,68.0,76.0,56.0,7.16,63.47,61.62,Average,Shortage
6.4,90,7.1,3.9,7,83.57,91.0,70.0,7.65,81.06,91.92,Excellent,Eligible
6.4,77,7.8,3.8,3,82.0,83.0,81.0,0.82,74.08,86.0,Excellent,Eligible
3.7,61,6.5,5.9,5,62.0,73.0,50.0,8.17,55.86,55.41,Average,Shortage
4.8,78,5.8,5.6,4,62.5,70.0,52.0,6.87,68.2,64.99,Average,Eligible
2.2,56,5.1,6.1,5,53.4,61.0,45.0,5.24,57.29,43.44,Needs Improvement,Shortage
1.9,35,4.4,8.9,4,31.75,44.0,23.0,7.63,25.18,14.86,Needs Improvement,Shortage
4.9,76,6.9,4.5,4,62.25,78.0,53.0,9.65,69.97,66.68,Average,Eligible
6.6,87,7.8,2.7,6,73.0,77.0,70.0,2.58,68.51,78.42,Good,Eligible
1.2,50,4.8,9.7,4,29.0,43.0,18.0,9.03,23.05,6.0,Needs Improvement,Shortage
5.8,77,7.6,2.0,4,82.75,90.0,71.0,7.63,89.95,91.64,Excellent,Eligible
3.0,51,4.6,6.8,6,39.17,52.0,30.0,7.82,35.32,23.75,Needs Improvement,Shortage
6.6,79,6.8,2.2,4,81.5,92.0,73.0,6.87,89.24,85.33,Excellent,Eligible
4.1,76,6.0,4.5,7,63.0,74.0,55.0,6.3,60.81,63.26,Average,Eligible
4.8,61,6.5,5.8,5,60.4,71.0,51.0,7.26,53.58,54.85,Average,Shortage
7.3,97,7.5,1.0,4,92.0,96.0,88.0,3.16,91.78,100.0,Excellent,Eligible
3.1,61,6.1,3.1,6,61.5,75.0,51.0,7.78,69.61,57.09,Average,Shortage
4.7,77,7.5,3.6,3,53.67,60.0,50.0,4.5,60.76,58.54,Average,Eligible
3.4,63,5.1,7.3,5,58.4,62.0,49.0,4.8,58.35,53.85,Average,Shortage
4.5,65,7.1,4.1,4,67.25,74.0,58.0,6.06,67.1,67.39,Average,Shortage
0.9,26,4.8,8.4,7,36.71,42.0,28.0,4.53,43.6,23.06,Needs Improvement,Shortage
0.9,38,3.5,8.7,8,29.12,43.0,18.0,8.95,23.6,8.71,Needs Improvement,Shortage
3.9,71,5.6,3.1,6,64.17,77.0,51.0,10.33,61.46,56.09,Average,Shortage
4.5,70,5.5,5.6,4,59.0,73.0,52.0,8.22,67.65,61.43,Average,Shortage
3.6,81,6.7,4.4,4,62.25,74.0,52.0,8.73,67.63,60.4,Average,Eligible
5.5,85,7.1,2.8,4,82.5,90.0,76.0,5.02,83.93,90.7,Excellent,Eligible
0.6,45,4.3,9.0,7,35.86,43.0,27.0,6.22,28.09,15.17,Needs Improvement,Shortage
7.0,77,7.9,3.8,6,77.5,87.0,73.0,5.02,72.93,79.05,Good,Eligible
4.8,78,6.9,5.2,3,65.33,71.0,57.0,6.02,58.88,64.89,Average,Eligible
7.5,99,7.6,2.4,8,91.62,100.0,85.0,4.64,93.92,100.0,Excellent,Eligible
7.2,90,8.2,1.9,5,91.8,96.0,86.0,3.71,96.86,100.0,Excellent,Eligible
7.1,88,8.3,0.5,8,92.88,99.0,85.0,4.51,90.55,100.0,Excellent,Eligible
5.0,61,6.7,5.6,6,64.67,74.0,51.0,7.97,72.31,63.56,Average,Shortage
3.1,76,7.3,5.5,6,61.83,70.0,51.0,7.73,67.38,66.25,Average,Eligible
7.0,75,6.9,3.3,5,83.6,92.0,72.0,8.01,85.34,88.53,Excellent,Eligible
2.4,50,5.8,6.0,6,53.33,65.0,38.0,9.91,46.41,41.23,Needs Improvement,Shortage
3.1,44,5.3,7.3,6,49.17,65.0,38.0,9.41,54.64,39.14,Needs Improvement,Shortage
2.4,47,5.1,6.6,4,35.0,48.0,30.0,7.55,40.31,25.88,Needs Improvement,Shortage
8.4,88,7.5,0.9,6,93.5,99.0,85.0,5.28,100.0,100.0,Excellent,Eligible
5.5,79,7.2,3.7,3,77.33,82.0,72.0,4.11,74.28,77.58,Good,Eligible
9.6,88,7.4,0.6,3,92.0,95.0,88.0,2.94,84.0,99.97,Excellent,Eligible
9.5,96,7.0,1.4,6,90.17,96.0,87.0,3.85,97.1,100.0,Excellent,Eligible
1.6,45,3.9,8.6,5,30.8,43.0,18.0,9.95,34.24,13.73,Needs Improvement,Shortage
5.9,88,7.2,3.0,7,81.57,92.0,73.0,7.25,91.06,88.01,Excellent,Eligible
4.1,66,6.4,5.0,4,61.25,76.0,51.0,10.38,51.28,55.7,Average,Shortage
2.4,55,4.7,7.6,4,50.25,63.0,39.0,8.53,49.26,39.45,Needs Improvement,Shortage
8.4,98,8.1,1.5,6,93.0,97.0,87.0,3.46,83.04,98.04,Excellent,Eligible
4.2,60,6.5,5.4,5,67.0,77.0,52.0,9.44,71.06,64.16,Average,Shortage
9.2,99,8.4,1.1,3,92.67,99.0,86.0,5.31,92.07,100.0,Excellent,Eligible
4.9,82,7.4,5.6,8,69.25,77.0,53.0,8.71,72.38,75.05,Good,Eligible
7.6,92,7.9,1.4,8,93.38,100.0,86.0,4.27,85.08,99.64,Excellent,Eligible
3.1,60,5.8,5.9,5,58.0,70.0,50.0,8.69,61.47,54.66,Average,Shortage
6.7,89,7.3,3.6,4,84.5,91.0,81.0,3.91,84.67,93.16,Excellent,Eligible
3.8,76,6.3,3.6,8,66.25,77.0,51.0,9.44,66.74,65.03,Average,Eligible
5.2,83,6.6,2.5,8,81.62,92.0,73.0,6.28,85.13,81.89,Good,Eligible
4.2,74,6.5,3.0,8,67.75,78.0,56.0,7.31,57.81,62.64,Average,Shortage
3.4,43,4.9,6.9,3,47.0,63.0,33.0,12.33,47.76,35.58,Needs Improvement,Shortage
4.5,74,6.2,5.0,7,71.57,77.0,61.0,6.37,62.37,64.69,Average,Shortage
3.2,77,5.9,4.5,7,65.0,77.0,53.0,7.58,65.75,62.12,Average,Eligible
2.5,45,5.3,7.2,6,51.33,64.0,44.0,7.13,43.55,39.75,Needs Improvement,Shortage
1.1,42,4.0,9.7,8,30.25,44.0,16.0,9.43,39.52,16.56,Needs Improvement,Shortage
3.4,62,5.8,5.5,3,46.33,57.0,35.0,8.99,48.5,42.14,Needs Improvement,Shortage
7.7,92,7.2,1.9,4,95.0,100.0,90.0,3.81,92.69,100.0,Excellent,Eligible
4.0,77,6.1,3.2,7,61.14,72.0,52.0,7.12,53.34,60.17,Average,Eligible
7.3,88,8.4,1.1,8,94.5,100.0,88.0,3.71,100.0,100.0,Excellent,Eligible
1.7,67,5.9,5.1,6,53.67,65.0,44.0,6.87,55.82,47.12,Needs Improvement,Shortage
6.2,82,6.7,2.2,3,81.67,85.0,78.0,2.87,78.39,86.27,Excellent,Eligible
1.5,57,5.1,5.2,4,46.75,59.0,32.0,10.52,46.22,35.89,Needs Improvement,Shortage
6.9,75,7.8,3.5,4,82.0,89.0,74.0,6.6,89.87,93.07,Excellent,Eligible
3.3,72,6.6,4.5,8,63.88,77.0,51.0,9.02,59.7,57.6,Average,Shortage
3.9,66,5.6,3.1,4,62.75,69.0,58.0,4.21,66.55,60.83,Average,Shortage
4.1,74,7.0,6.0,3,65.0,75.0,59.0,7.12,59.34,63.1,Average,Shortage
8.6,90,7.7,1.3,3,93.33,98.0,88.0,4.11,89.28,100.0,Excellent,Eligible
5.2,76,7.1,2.3,6,81.17,90.0,72.0,6.41,76.93,82.12,Good,Eligible
4.8,67,7.5,4.7,8,62.38,74.0,50.0,8.32,68.43,62.81,Average,Shortage
3.6,68,5.7,3.2,6,65.33,77.0,51.0,8.77,74.69,62.07,Average,Shortage
3.1,78,7.4,3.8,6,61.17,78.0,51.0,10.14,64.12,60.84,Average,Eligible
3.1,66,5.6,3.9,3,64.0,71.0,60.0,4.97,60.02,58.34,Average,Shortage
1.0,33,5.4,7.4,8,32.0,42.0,21.0,7.26,28.91,18.1,Needs Improvement,Shortage
5.7,89,7.5,2.6,6,84.0,91.0,77.0,5.1,83.46,90.9,Excellent,Eligible
3.7,74,6.4,5.3,8,67.62,77.0,51.0,7.74,74.49,62.73,Average,Shortage
2.1,58,4.9,5.5,4,48.5,65.0,36.0,10.5,41.54,36.52,Needs Improvement,Shortage
4.6,71,7.0,5.8,8,67.75,76.0,54.0,6.89,70.72,67.95,Average,Shortage
7.0,95,7.7,1.0,6,93.0,100.0,88.0,4.24,90.73,100.0,Excellent,Eligible
2.7,65,6.4,5.4,4,43.75,51.0,36.0,7.26,34.9,36.13,Needs Improvement,Shortage
4.2,81,6.5,3.9,7,67.14,78.0,54.0,7.97,70.02,72.04,Good,Eligible
3.1,41,4.7,6.6,6,50.0,60.0,36.0,8.87,52.88,37.81,Needs Improvement,Shortage
4.8,80,6.2,5.0,8,63.0,78.0,51.0,8.92,71.55,69.16,Average,Eligible
7.3,98,7.1,1.4,3,94.33,99.0,86.0,5.91,87.22,100.0,Excellent,Eligible
2.4,46,4.9,7.0,5,49.0,62.0,31.0,11.51,54.6,36.77,Needs Improvement,Shortage
5.4,75,7.7,3.1,7,82.57,92.0,71.0,6.76,83.73,86.27,Excellent,Eligible
4.6,70,6.3,5.1,4,66.75,77.0,53.0,8.84,63.46,65.43,Average,Shortage
7.8,88,8.4,1.0,5,89.6,95.0,85.0,3.56,82.23,95.27,Excellent,Eligible
7.1,97,7.2,2.3,8,92.38,99.0,86.0,4.21,90.81,100.0,Excellent,Eligible
3.4,64,7.2,4.2,4,63.75,72.0,50.0,8.84,55.76,59.78,Average,Shortage
2.5,61,4.7,6.5,6,43.17,59.0,33.0,10.84,41.18,33.27,Needs Improvement,Shortage
3.6,81,6.7,3.2,8,63.0,75.0,52.0,8.99,66.97,63.67,Average,Eligible
3.4,72,6.5,5.3,4,63.5,76.0,50.0,11.61,58.03,56.37,Average,Shortage
7.3,89,7.7,0.7,6,95.67,100.0,89.0,4.03,100.0,100.0,Excellent,Eligible
3.2,78,7.3,3.8,8,63.38,78.0,50.0,9.34,56.7,60.21,Average,Eligible
1.3,30,4.9,7.0,8,28.25,42.0,18.0,7.24,23.44,12.72,Needs Improvement,Shortage
2.1,48,6.0,7.3,5,43.0,61.0,36.0,9.1,44.54,32.87,Needs Improvement,Shortage
3.1,82,7.1,5.7,6,60.17,70.0,50.0,7.54,61.8,58.63,Average,Eligible
8.3,100,8.3,0.6,7,92.29,100.0,85.0,5.77,83.08,100.0,Excellent,Eligible
3.2,71,7.0,3.0,3,63.67,77.0,51.0,10.62,68.58,61.89,Average,Shortage
1.7,24,4.9,7.8,7,25.43,32.0,17.0,5.34,25.81,8.96,Needs Improvement,Shortage
4.5,66,6.4,5.9,4,65.25,74.0,55.0,7.63,62.6,62.36,Average,Shortage
3.3,71,7.2,3.1,8,62.5,77.0,53.0,7.73,68.77,62.38,Average,Shortage
7.3,100,8.0,1.8,6,93.67,98.0,89.0,3.68,96.73,100.0,Excellent,Eligible
4.8,80,6.3,5.8,8,57.88,72.0,50.0,7.61,52.22,59.79,Average,Eligible
3.3,80,5.8,3.8,8,60.0,73.0,52.0,7.78,60.24,58.74,Average,Eligible
6.5,87,7.4,2.9,6,78.33,89.0,71.0,6.97,76.79,88.52,Excellent,Eligible
5.3,81,7.4,3.6,4,79.0,84.0,73.0,4.3,77.46,81.66,Good,Eligible
4.9,82,5.8,5.0,8,60.62,78.0,53.0,9.08,51.83,61.38,Average,Eligible
3.5,81,6.3,4.3,7,65.71,74.0,50.0,8.46,74.48,68.08,Average,Eligible
8.7,93,8.2,1.8,7,95.86,100.0,87.0,4.26,87.9,100.0,Excellent,Eligible
8.9,98,8.5,0.6,6,93.33,100.0,85.0,5.76,93.51,100.0,Excellent,Eligible
9.2,92,7.9,1.8,6,94.33,100.0,88.0,5.06,97.35,100.0,Excellent,Eligible
4.5,63,5.6,4.9,3,59.67,66.0,55.0,4.64,51.27,55.18,Average,Shortage
